"","Prix_Vente","Année_Construction","Année_Vente","Mois_Vente","Surface","Niveau_Etage","TCouloir","TChauffage","TGestion","Nb_Parking_Surface","Nb_Parking_Sous_Sol","Temps_Bus","Nb_Appartment_Batiment","Nb_Gestionnaire","Nb_Ascenseurs","Station_Metro","Nb_Bureau_Publics","Nb_Hopitaux","Nb_Grands_Magasins","N_FacilitiesNearBy.Mall.","Nb_AUtres_Proximité","Nb_Parcs","Nb_Ecoles_Primaires","Nb_Ecoles_Colléges","Nb_Ecoles_Lycée","Nb_Ecoles_Universités","Nb_Installations","Nb_Total_Proximité","Nb_Total_Ecoles"
"603",106194,1992,2010,3,914,5,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"604",122123,1993,2010,3,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"605",110619,1992,2010,3,914,16,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"606",84513,1993,2010,3,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"607",92920,1986,2010,4,910,12,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"608",110619,1992,2010,4,914,8,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"609",100884,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"610",97345,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"611",103982,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"612",103539,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"613",97345,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"614",104424,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"615",107079,1992,2010,6,914,4,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"616",84955,1993,2010,6,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"617",88495,2005,2010,6,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"618",106194,1992,2010,6,914,6,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"619",86725,1993,2010,6,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"620",105309,2005,2010,6,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"621",104867,1978,2010,6,871,6,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"622",109734,2005,2010,7,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"623",85398,1993,2010,7,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"624",105309,2005,2010,8,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"625",95575,1993,2010,8,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"626",107964,2005,2010,8,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"627",84070,1993,2010,8,644,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"628",94690,1993,2010,8,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"629",95575,1993,2010,8,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"630",97345,2006,2010,10,636,1,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"631",94690,1986,2010,10,910,12,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"632",92035,1993,2010,10,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"633",90265,1993,2010,10,644,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"634",110619,2005,2010,10,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"635",85840,1993,2010,10,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"636",91592,1993,2010,10,644,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"637",115044,1992,2010,10,914,9,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"638",100884,1993,2010,10,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"639",103097,2005,2010,10,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"640",83628,1993,2010,10,644,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"641",97345,1986,2010,11,793,16,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"642",84070,1992,2010,11,644,6,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"643",95575,1993,2010,11,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"644",88495,1992,2010,11,644,14,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"645",94690,1993,2010,11,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"646",112566,2005,2010,11,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"647",104424,1978,2010,11,871,6,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"648",83185,1992,2010,12,644,9,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"649",92920,1993,2010,12,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"650",108407,1992,2010,12,914,3,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"651",97345,1993,2010,12,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"652",119469,1978,2010,12,903,5,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"653",112389,1978,2010,12,903,12,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"654",90707,1997,2011,1,914,1,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"655",115044,1992,2011,1,1448,13,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"656",91150,1993,2011,1,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"657",84070,1993,2011,1,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"658",86725,1992,2011,1,644,7,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"659",96902,1993,2011,2,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"660",97345,1993,2011,2,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"661",115044,1993,2011,2,914,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"662",105309,1993,2011,2,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"663",88495,1992,2011,2,644,19,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"664",115044,1992,2011,2,1448,5,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"665",97345,2005,2011,3,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"666",96460,1993,2011,3,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"667",89380,1992,2011,3,644,12,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"668",119469,1992,2011,3,914,16,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"669",97345,1993,2011,3,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"670",84513,1993,2011,3,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"671",115929,2005,2011,3,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"672",123008,1992,2011,3,914,7,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"673",88495,1992,2011,3,644,17,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"674",115044,2005,2011,3,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"675",115044,2005,2011,3,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"676",117699,2003,2011,4,907,3,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"677",95575,1993,2011,4,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"678",99115,1993,2011,4,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"679",109734,2005,2011,4,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"680",83185,1992,2011,5,644,16,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"681",104867,1993,2011,5,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"682",89380,1992,2011,5,644,19,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"683",114159,1993,2011,5,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"684",114159,2005,2011,5,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"685",102212,2005,2011,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"686",102212,2005,2011,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"687",84070,1993,2011,5,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"688",106194,1993,2011,6,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"689",119469,2003,2011,7,907,5,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"690",97345,1992,2011,7,914,18,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"691",121681,2005,2011,7,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"692",92920,1992,2011,7,644,14,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"693",94690,1992,2011,7,644,15,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"694",84955,1992,2011,7,644,5,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"695",117699,1993,2011,8,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"696",112389,1993,2011,8,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"697",117699,2005,2011,8,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"698",116814,1993,2011,8,644,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"699",115044,2005,2011,9,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"700",96460,1993,2011,9,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"701",123008,2005,2011,9,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"702",99557,1993,2011,9,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"703",119469,1997,2011,10,914,15,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"704",117699,1993,2011,10,644,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"705",120353,1993,2011,10,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"706",112831,1993,2011,10,644,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"707",106194,1992,2011,11,914,14,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"708",124778,2005,2011,11,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"709",119469,1993,2011,11,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"710",101769,1992,2011,11,644,10,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"711",1e+05,1992,2011,11,644,10,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"712",85398,1997,2011,12,644,10,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"713",84070,1992,2011,12,576,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"714",108849,2005,2012,1,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"715",117699,1993,2012,1,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"716",118584,1993,2012,1,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"717",84070,1997,2012,2,644,6,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"718",87610,1997,2012,2,644,11,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"719",123893,1993,2012,2,914,23,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"720",113274,1993,2012,2,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"721",111504,1978,2012,2,779,6,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"722",88495,1997,2012,3,644,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"723",95132,1992,2012,3,644,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"724",117256,1993,2012,3,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"725",119469,2005,2012,3,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"726",111504,1993,2012,3,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"727",88495,1997,2012,4,644,14,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"728",84955,1992,2012,4,640,3,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"729",123893,1993,2012,4,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"730",115044,1993,2012,4,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"731",91150,1992,2012,4,644,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"732",86725,1997,2012,5,644,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"733",106194,1986,2012,5,793,16,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"734",118584,1993,2012,5,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"735",85840,1992,2012,5,640,15,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"736",84070,1992,2012,5,640,5,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"737",96460,1992,2012,6,640,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"738",124778,2005,2012,6,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"739",115486,1993,2012,6,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"740",119469,1993,2012,6,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"741",123893,2003,2012,7,907,7,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"742",117699,1993,2012,7,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"743",107964,1992,2012,7,644,11,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"744",109292,1992,2012,7,644,13,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"745",105309,1992,2012,9,644,10,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"746",108849,1997,2012,10,644,12,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"747",91592,1992,2012,10,576,8,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"748",123893,1993,2012,10,644,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"749",117256,1992,2012,10,644,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"750",88938,1992,2012,10,576,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"751",92920,1997,2012,11,644,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
